username,word_segment,punctuation_segment,numeric_segment,reverse,slangify,merge
jagjeet-sharma,"sharma,jeet,jag","sharma,jagjeet",,amrahs-teejgaj,,sharma  jagjeet amrahs-teejgaj jeet jag
daniel-netto,"net,daniel,to","netto,daniel",,otten-leinad,,net to otten-leinad netto daniel
asking-for-a-friend,"asking,friend,a,for","asking,friend,a,for",,dneirf-a-rof-gniksa,,asking friend a dneirf-a-rof-gniksa for
kaymaz,"kay,maz",kaymaz,,zamyak,,zamyak maz kay kaymaz
tim-campbell,"campbell,tim","campbell,tim",,llebpmac-mit,,tim llebpmac-mit campbell
johnsmiththelird,"the,johnsmith,lird",johnsmiththelird,,drilehthtimsnhoj,,the  johnsmith lird drilehthtimsnhoj johnsmiththelird
user5377037,"user,5377037",user5377037,"user,5377037",resu,,user5377037 resu 5377037 user
adlo-ebermann,"ad,loeber,mann","ebermann,adlo",,nnamrebe-olda,,ad loeber ebermann  mann adlo nnamrebe-olda
nam-nguyen,"nam,nguyen","nam,nguyen",,neyugn-man,,nam neyugn-man nguyen
4u53r,4u53r,4u53r,"4,u53r",r35u,"ruser,auser,russ,ussr,a,user,russr,aussr,r",4 u53r ruser auser russ ussr a 4u53r user russr r35u aussr r
eriol,"iol,er",eriol,,loire,,eriol loire er iol
alewolf,"ale,wolf",alewolf,,flowela,,alewolf ale flowela wolf
jeff-h,"jeff,h","jeff,h",,h-ffej,,h-ffej jeff h
saber-tabatabaee-yazdi,"tabata,saber,yazdi,e,bae","saber,yazdi,tabatabaee",,idzay-eeabatabat-rebas,,tabatabaee tabata saber idzay-eeabatabat-rebas yazdi e bae
user2994783,"user,2994783",user2994783,"user,2994783",resu,,resu user2994783 user 2994783
sadegh-riazi,"riaz,sadegh,i","sadegh,riazi",,izair-hgedas,,i sadegh izair-hgedas riaz riazi
markus-hallmann,"markus,mann,hall","markus,hallmann",,nnamllah-sukram,,markus hall hallmann mann nnamllah-sukram
inter,inter,inter,,retni,,inter retni
guiben,"gui,ben",guiben,,nebiug,,gui ben nebiug guiben
theloosegoos,"the,goos,loose",theloosegoos,,soogesooleht,,the  soogesooleht loose goos theloosegoos
darrell-root,"root,darrell","root,darrell",,toor-llerrad,,root darrell toor-llerrad
maf,maf,maf,,fam,,fam maf
gl4ssiest,gl4ssiest,gl4ssiest,,tseiss4lg,"glrssiest,i,rss,glass,gl,glassiest,est",glrssiest i rss tseiss4lg gl4ssiest glass gl glassiest est
zozala,"zo,zala",zozala,,alazoz,,alazoz zala zo zozala
crypt0er,crypt0er,crypt0er,,re0tpyrc,"cryptoer,crypto,er",crypt0er  crypto re0tpyrc er cryptoer
nashie,"ie,nash",nashie,,eihsan,,nashie ie nash eihsan
spencer741,"741,spencer",spencer741,"741,spencer",recneps,,spencer741 recneps spencer 741
a1n-paredes,"paredes,a1n","paredes,a1n",,sederap-n1a,"atn-paredes,n,ain,paredes,ain-paredes,at,aln,aln-paredes",atn-paredes a1n n ain paredes ain-paredes at aln sederap-n1a aln-paredes
eternialogic,"logic,eternia",eternialogic,,cigolainrete,,eternia logic cigolainrete eternialogic
refineo,"refine,o",refineo,,oenifer,,refine oenifer refineo o
thomas-hughes,"hughes,thomas","hughes,thomas",,sehguh-samoht,,hughes sehguh-samoht thomas
ujjwal-joshi,"u,jj,joshi,wal","ujjwal,joshi",,ihsoj-lawjju,,u ihsoj-lawjju jj joshi ujjwal wal
njabulo,"abu,nj,lo",njabulo,,olubajn,,njabulo olubajn nj lo abu
joshua-murphy,"joshua,murphy","joshua,murphy",,yhprum-auhsoj,,joshua murphy yhprum-auhsoj
mtraceur,"ur,mtrace",mtraceur,,ruecartm,,mtrace ur ruecartm mtraceur
filips-jelisejevs,filipsjelisejevs,"jelisejevs,filips",,svejesilej-spilif,,jelisejevs svejesilej-spilif filipsjelisejevs filips
p2000,p2000,p2000,"p,2000",p,,p2000 p 2000
azzam-alsharafi,"i,al,azzam,sharaf","azzam,alsharafi",,ifarahsla-mazza,,azzam i al ifarahsla-mazza sharaf alsharafi
git-gud,"gud,git","gud,git",,dug-tig,,dug-tig gud git
rob-gates,"gates,rob","gates,rob",,setag-bor,,gates setag-bor rob
665bassem,665bassem,665bassem,"bassem,665",messab,,665bassem 665 messab bassem
alex067,alex067,alex067,"alex,067",xela,,067 xela alex alex067
neel-g,"g,neel","g,neel",,g-leen,,g g-leen neel
d-o,do,"o,d",,o-d,,do d o-d o
arka,arka,arka,,akra,,arka akra
divick,"vick,di",divick,,kcivid,,kcivid divick vick di
yaloner,"loner,ya",yaloner,,renolay,,yaloner ya renolay loner
woodrow-barlow,"woodrow,barlow","woodrow,barlow",,wolrab-wordoow,,woodrow  wolrab-wordoow barlow
user9123,"user,9123",user9123,"user,9123",resu,,resu user user9123 9123
snowbody,"body,snow",snowbody,,ydobwons,,body snow ydobwons snowbody
mahmoud-al-qudsi,"mahmoud,i,alquds","mahmoud,al,qudsi",,isduq-la-duomham,,isduq-la-duomham i mahmoud qudsi alquds al
bassec,"bass,ec",bassec,,cessab,,bass bassec cessab ec
kai,kai,kai,,iak,,kai iak
7-r3x,7r3x,"r3x,7","r3x,7",x3r-,"7-rsx,7-rex,7rex,7rsx",r3x 7rex 7rsx 7r3x 7-rex x3r- 7-rsx 7
89mile-jetzer,89milejetzer,"jetzer,89mile","jet,89,zer,mile",reztej-elim,,89milejetzer zer jet mile reztej-elim 89 jetzer 89mile
freezable,freezable,freezable,,elbazeerf,,freezable elbazeerf
athanasios-kataras,"katar,as,athanasios","athanasios,kataras",,saratak-soisanahta,,as athanasios saratak-soisanahta katar kataras
fusu,"usu,f",fusu,,usuf,,usu  fusu usuf f
helpinghand,"helping,hand",helpinghand,,dnahgnipleh,,helpinghand helping hand dnahgnipleh
cwang-sh,"c,wang,sh","cwang,sh",,hs-gnawc,,c wang cwang sh hs-gnawc
errmsg,errmsg,errmsg,,gsmrre,,gsmrre errmsg
den-delimarsky,"mar,sky,deli,den","delimarsky,den",,yksramiled-ned,,den mar yksramiled-ned sky deli delimarsky
fabian-diaz,"diaz,fabian","diaz,fabian",,zaid-naibaf,,diaz  zaid-naibaf fabian
nick-hudson,"hudson,nick","hudson,nick",,nosduh-kcin,,hudson  nick nosduh-kcin
fiddlesteaks,"steaks,fiddle",fiddlesteaks,,skaetselddif,,steaks skaetselddif fiddle fiddlesteaks
summer,summer,summer,,remmus,,remmus summer
bughunteruk,"bug,uk,hunter",bughunteruk,,kuretnuhgub,,bug hunter kuretnuhgub uk bughunteruk
alligator,alligator,alligator,,rotagilla,,alligator  rotagilla
john-kravicz,"i,john,krav,cz","john,kravicz",,zcivark-nhoj,,i cz john kravicz zcivark-nhoj krav
joo-kang,"kang,joo","kang,joo",,gnak-ooj,,kang joo gnak-ooj
zak,zak,zak,,kaz,,zak kaz
todd-a-jacobs,"todd,a,jacobs","todd,a,jacobs",,sbocaj-a-ddot,,todd jacobs sbocaj-a-ddot a
harrison-lucas,"lucas,harrison","lucas,harrison",,sacul-nosirrah,,lucas  sacul-nosirrah harrison
bhorkarg,"karg,or,bh",bhorkarg,,grakrohb,,bhorkarg grakrohb bh karg or
k4m,k4m,k4m,,m4k,"kam,krm",kam m4k k4m krm
wolfhuntme,"hunt,me,wolf",wolfhuntme,,emtnuhflow,,hunt  emtnuhflow me wolf wolfhuntme
tiredofprogramming,"of,tired,programming",tiredofprogramming,,gnimmargorpfoderit,,tired tiredofprogramming programming gnimmargorpfoderit of
user226594,"user,226594",user226594,"user,226594",resu,,user226594 resu 226594 user
human-garbage,"garbage,human","garbage,human",,egabrag-namuh,,garbage egabrag-namuh human
kakalokia,"ka,kaloki,a",kakalokia,,aikolakak,,kaloki ka kakalokia a aikolakak
smik,smik,smik,,kims,,smik kims
rex-linder,"linder,rex","linder,rex",,rednil-xer,,linder rednil-xer rex
v1h5,v1h5,v1h5,"v1h,5",h1v,"vi,vlhs,vihs,vths,v,hs,ths,lhs",5 vi h1v v1h5 v1h vlhs vihs vths v hs ths lhs
c-mann,"c,mann","c,mann",,nnam-c,,c mann nnam-c
darkmnemic,"mnemic,dark",darkmnemic,,cimenmkrad,,dark darkmnemic cimenmkrad mnemic
pygosceles,"osce,les,pyg",pygosceles,,selecsogyp,,les pyg osce pygosceles selecsogyp
not2savvy,"2savvy,not",not2savvy,,yvvas2ton,"z,savvy,not,notzsavvy",not2savvy 2savvy savvy z notzsavvy yvvas2ton not
asinkxcoswt,"swt,x,sink,a,co",asinkxcoswt,,twsocxknisa,,swt x asinkxcoswt twsocxknisa sink a co
mike-robinson,"robinson,mike","robinson,mike",,nosnibor-ekim,,robinson nosnibor-ekim mike
pal,pal,pal,,lap,,lap pal
user2887596,"user,2887596",user2887596,"user,2887596",resu,,user2887596 resu 2887596 user
jbyrd,"byrd,j",jbyrd,,drybj,,jbyrd byrd drybj j
lord-loh,"lord,loh","lord,loh",,hol-drol,,lord loh hol-drol
memallox,"all,mem,ox",memallox,,xollamem,,all  xollamem mem ox memallox
petert,"t,peter",petert,,tretep,,petert t tretep peter
ethan,ethan,ethan,,nahte,,nahte ethan
abhijeet-singh-tomer,"tomer,abhijeet,singh","tomer,abhijeet,singh",,remot-hgnis-teejihba,,abhijeet tomer singh remot-hgnis-teejihba
averell,averell,averell,,llereva,,averell  llereva
saxum,"sax,um",saxum,,muxas,,um sax saxum muxas
36bitavi,36bitavi,36bitavi,"bit,36,avi",ivatib,,avi ivatib 36 36bitavi bit
martin-prikryl,"martin,prik,ryl","martin,prikryl",,lyrkirp-nitram,,lyrkirp-nitram prikryl martin prik ryl
serdar,serdar,serdar,,radres,,serdar radres
alehandro,"ale,hand,ro",alehandro,,ordnahela,,ro alehandro ale hand ordnahela
vol7ron,vol7ron,vol7ron,,nor7lov,,nor7lov vol7ron
kritz,kritz,kritz,,ztirk,,ztirk kritz
tim6her,tim6her,tim6her,,reh6mit,,reh6mit tim6her
joe-sniderman,"sniderman,joe","sniderman,joe",,namredins-eoj,,sniderman namredins-eoj joe
levite,levite,levite,,etivel,,etivel levite
dillinur,"dill,in,ur",dillinur,,runillid,,dill ur runillid in dillinur
linux-witch,"witch,linux","witch,linux",,hctiw-xunil,,hctiw-xunil witch linux
franklin-davis,"franklin,davis","franklin,davis",,sivad-nilknarf,,franklin sivad-nilknarf davis
vikdor,"dor,vik",vikdor,,rodkiv,,rodkiv vikdor vik dor
pedro-franco,"pedro,franco","pedro,franco",,ocnarf-ordep,,ocnarf-ordep pedro franco
malte-skoruppa,"pa,skor,malte,up","skoruppa,malte",,appuroks-etlam,,skoruppa up pa malte skor appuroks-etlam
monolith,monolith,monolith,,htilonom,,monolith htilonom
yellowbellow,"yellow,bellow",yellowbellow,,wollebwolley,,yellowbellow bellow yellow wollebwolley
displayneth,"neth,display",displayneth,,htenyalpsid,,displayneth neth display htenyalpsid
kristopher-ives,"kristopher,ives","kristopher,ives",,sevi-rehpotsirk,,sevi-rehpotsirk kristopher ives
robert-joodat,"robert,joo,dat","robert,joodat",,tadooj-trebor,,robert dat tadooj-trebor joodat joo
austin-hartzheim,"heim,austin,hartz","austin,hartzheim",,miehztrah-nitsua,,heim  austin hartzheim miehztrah-nitsua hartz
human-person,"person,human","person,human",,nosrep-namuh,,human nosrep-namuh person
n3bu,n3bu,n3bu,,ub3n,"bu,n,ne,nebu,nsbu,sbu",bu n ne n3bu nebu nsbu sbu ub3n
rami300,rami300,rami300,"rami,300",imar,,rami300  rami 300 imar
haravikk,"ikk,harav",haravikk,,kkivarah,,kkivarah ikk haravikk harav
heismadatmelol,"lol,he,at,me,is,mad",heismadatmelol,,lolemtadamsieh,,lol heismadatmelol mad at lolemtadamsieh me is he
kenna,kenna,kenna,,annek,,kenna annek
jojo,jojo,jojo,,ojoj,,jojo ojoj
mandelbrotter,"ter,mandelbrot",mandelbrotter,,rettorblednam,,rettorblednam ter mandelbrot mandelbrotter
guy-bartkus,"us,bart,guy,k","guy,bartkus",,suktrab-yug,,us  bart k suktrab-yug guy bartkus
nrj,nrj,nrj,,jrn,,nrj jrn
wim,wim,wim,,miw,,wim miw
michael-ehrenreich,"michael,ehrenreich","michael,ehrenreich",,hciernerhe-leahcim,,michael ehrenreich hciernerhe-leahcim
mavrik,mavrik,mavrik,,kirvam,,mavrik  kirvam
roy,roy,roy,,yor,,roy  yor
razvan,razvan,razvan,,navzar,,navzar razvan
meci,"me,ci",meci,,icem,,icem ci me meci
itfreak,"freak,it",itfreak,,kaerfti,,kaerfti freak itfreak it
robert-talada,"robert,tala,da","robert,talada",,adalat-trebor,,robert talada tala adalat-trebor da
luke-f,"luke,f","luke,f",,f-ekul,,luke  f-ekul f
f-rahamim,"fra,ham,im","rahamim,f",,mimahar-f,,fra  rahamim im mimahar-f ham f
soutzikevich,soutzikevich,soutzikevich,,hcivekiztuos,,hcivekiztuos soutzikevich
peter-cordes,"cordes,peter","cordes,peter",,sedroc-retep,,cordes sedroc-retep peter
wgroleau,"groleau,w",wgroleau,,uaelorgw,,wgroleau w uaelorgw groleau
dmuensterer,"muenster,er,d",dmuensterer,,reretsneumd,,dmuensterer muenster reretsneumd d er
user2963603,"user,2963603",user2963603,"user,2963603",resu,,user2963603 resu 2963603 user
lav-shinde,"shinde,lav","shinde,lav",,ednihs-val,,ednihs-val shinde lav
georgiy-chipunov,"nov,u,chip,georgiy","chipunov,georgiy",,vonupihc-yigroeg,,u chip georgiy vonupihc-yigroeg chipunov nov
1chk0v,1chk0v,1chk0v,"chk0v,1",v0khc,"kov,ichkov,tchkov,ich,lch,tch,lchkov",kov chk0v ichkov 1 tchkov ich lch 1chk0v tch v0khc lchkov
g-digkas,"gk,gdi,as","g,digkas",,sakgid-g,,g gk sakgid-g as digkas gdi
scaum,"sca,um",scaum,,muacs,,um sca scaum muacs
topherisswell,"topher,is,swell",topherisswell,,llewssirehpot,,topher topherisswell swell llewssirehpot is
davemithut,"dave,mit,hut",davemithut,,tuhtimevad,,dave  davemithut mit tuhtimevad hut
michael-p,"michael,p","michael,p",,p-leahcim,,michael  p p-leahcim
erik-dz,"erik,dz","erik,dz",,zd-kire,,zd-kire erik dz
george-sp,"sp,george","sp,george",,ps-egroeg,,sp george ps-egroeg
user92592,"user,92592",user92592,"user,92592",resu,,resu user92592 user 92592
kim-darry,"darry,kim","darry,kim",,yrrad-mik,,darry kim yrrad-mik
kudrom,"rom,kud",kudrom,,morduk,,kudrom kud morduk rom
binarym,"binary,m",binarym,,myranib,,m binarym binary myranib
user7676946,"user,7676946",user7676946,"7676946,user",resu,,user7676946 resu 7676946 user
dcnaswa,"nasw,dc,a",dcnaswa,,awsancd,,dcnaswa nasw dc awsancd a
joshmc,"josh,mc",joshmc,,cmhsoj,,joshmc cmhsoj josh mc
lawnmower-man,"lawnmower,man","lawnmower,man",,nam-rewomnwal,,lawnmower man nam-rewomnwal
poolie,"ie,pool",poolie,,eiloop,,poolie ie eiloop pool
o-jones,"o,jones","o,jones",,senoj-o,,o jones senoj-o
sergey-shcherbakov,"her,sergey,bako,shc,v","sergey,shcherbakov",,vokabrehchs-yegres,,her sergey bako shcherbakov vokabrehchs-yegres shc v
brian-b,"brian,b","brian,b",,b-nairb,,b-nairb brian b
new-alexandria,"alexandria,new","alexandria,new",,airdnaxela-wen,,alexandria airdnaxela-wen new
thomas-w,"w,thomas","w,thomas",,w-samoht,,w w-samoht thomas
jo0gbe4bstjb,jo0gbe4bstjb,jo0gbe4bstjb,,bjtsb4ebg0oj,"joogberbstjb,joogbeabstjb",jo0gbe4bstjb joogbeabstjb joogberbstjb bjtsb4ebg0oj
ariff,ariff,ariff,,ffira,,ffira ariff
hpnj7mhtyg,hpnj7mhtyg,hpnj7mhtyg,,gythm7jnph,,hpnj7mhtyg gythm7jnph
ricardoduarte,"ricardo,duarte",ricardoduarte,,etraudodracir,,duarte ricardoduarte ricardo etraudodracir
user3198603,"user,3198603",user3198603,"user,3198603",resu,,user3198603 resu 3198603 user
ble,ble,ble,,elb,,ble  elb
mkn-web-solutions,"web,solutions,mkn","web,solutions,mkn",,snoitulos-bew-nkm,,mkn web solutions snoitulos-bew-nkm
nyronium,"nyro,nium",nyronium,,muinoryn,,nyro muinoryn nium nyronium
user1751825,"user,1751825",user1751825,"1751825,user",resu,,1751825 resu user1751825 user
panayiotis-mealing,"panayiotis,mealing","panayiotis,mealing",,gnilaem-sitoiyanap,,panayiotis mealing gnilaem-sitoiyanap
ayush-ambastha,"tha,ay,mbas,usha","ambastha,ayush",,ahtsabma-hsuya,,usha ay ayush mbas ahtsabma-hsuya ambastha tha
max-saltontsall,"all,salton,max,ts","saltontsall,max",,llastnotlas-xam,,all saltontsall  llastnotlas-xam salton max ts
diagon,diagon,diagon,,nogaid,,diagon  nogaid
jcarneiro,"carneiro,j",jcarneiro,,orienracj,,orienracj carneiro jcarneiro j
mrheliose,"mr,helios,e",mrheliose,,esoilehrm,,mrheliose esoilehrm helios mr e
guido-domenici,"guido,domenici","guido,domenici",,icinemod-odiug,,guido  icinemod-odiug domenici
hooman-as,"hooman,as","hooman,as",,sa-namooh,,hooman  as sa-namooh
i-e,ie,"e,i",,e-i,,i ie e-i e
laughing-muppet,"laughing,muppet","laughing,muppet",,teppum-gnihgual,,laughing  muppet teppum-gnihgual
rebane2001,rebane2001,rebane2001,"2001,re,bane",enaber,,2001 rebane2001 enaber re bane
ghrs,ghrs,ghrs,,srhg,,srhg ghrs
brezelbub,"br,bub,ezel",brezelbub,,bublezerb,,bublezerb ezel brezelbub bub br
thestruggleisreal,"the,is,real,struggle",thestruggleisreal,,laersielggurtseht,,the struggle  real laersielggurtseht thestruggleisreal is
somerandomdude,"random,some,dude",somerandomdude,,edudmodnaremos,,edudmodnaremos random some dude somerandomdude
wendyg,"g,wendy",wendyg,,gydnew,,g gydnew wendyg wendy
vaibhav-chauhan,"chauhan,vaibhav","chauhan,vaibhav",,nahuahc-vahbiav,,nahuahc-vahbiav chauhan vaibhav
john-halstead,"halstead,john","halstead,john",,daetslah-nhoj,,halstead john daetslah-nhoj
deric,deric,deric,,cired,,cired deric
harm,harm,harm,,mrah,,harm mrah
sachith,"sachi,th",sachith,,htihcas,,sachith th sachi htihcas
ht332932,ht332932,ht332932,"ht,332932",th,,th ht332932 332932 ht
damien-l,"l,damien","l,damien",,l-neimad,,l damien l-neimad
101,101,101,101,,,101
j-francis,"francis,j","francis,j",,sicnarf-j,,francis sicnarf-j j
erelbrin,"erel,brin",erelbrin,,nirblere,,brin erel nirblere erelbrin
emil-brodt,"emil,brodt","emil,brodt",,tdorb-lime,,tdorb-lime emil brodt
monson770,monson770,monson770,"770,monson",nosnom,,monson770 monson 770 nosnom
martin-zeitler,"martin,zeitler","martin,zeitler",,reltiez-nitram,,martin  reltiez-nitram zeitler
future-security,"security,future","security,future",,ytiruces-erutuf,,security  ytiruces-erutuf future
trayinghardfi,"ing,hard,tray,fi",trayinghardfi,,ifdrahgniyart,,fi ing hard trayinghardfi tray ifdrahgniyart
leprechaun,leprechaun,leprechaun,,nuahcerpel,,leprechaun nuahcerpel
hidisem627,hidisem627,hidisem627,"hid,627,is,em",mesidih,,hidisem627 hid 627 mesidih em is
ajay-takur,"taku,ajay,r","ajay,takur",,rukat-yaja,,rukat-yaja ajay takur taku r
theantomc,"the,ant,omc",theantomc,,cmotnaeht,,the  omc ant cmotnaeht theantomc
chrisw,chrisw,chrisw,,wsirhc,,wsirhc chrisw
sanlok-lee,"lok,lee,san","lee,sanlok",,eel-kolnas,,sanlok lok eel-kolnas lee san
ronron-scores,"scores,ron","scores,ronron",,serocs-nornor,,serocs-nornor ronron ron scores
suppengeist,"geist,en,supp",suppengeist,,tsiegneppus,,en suppengeist tsiegneppus geist supp
lemon-sky,"lemon,sky","lemon,sky",,yks-nomel,,lemon  sky yks-nomel
pandap,"panda,p",pandap,,padnap,,panda  padnap pandap p
martijn,martijn,martijn,,njitram,,martijn njitram
min-jun-kim,"min,kim,jun","min,kim,jun",,mik-nuj-nim,,min mik-nuj-nim jun kim
msanford,"sanford,m",msanford,,drofnasm,,msanford m sanford drofnasm
tcooper,"cooper,t",tcooper,,repooct,,cooper  tcooper t repooct
ghedipunk,"edi,punk,gh",ghedipunk,,knupidehg,,gh ghedipunk punk edi knupidehg
90,90,90,90,,,90
user224775,"user,224775",user224775,"user,224775",resu,,224775 resu user user224775
the-doctor,"the,doctor","the,doctor",,rotcod-eht,,the  doctor rotcod-eht
stevemats,"mats,steve",stevemats,,stamevets,,stevemats mats stamevets steve
sam-dean,"dean,sam","dean,sam",,naed-mas,,naed-mas sam dean
shaundor,"shaun,dor",shaundor,,rodnuahs,,shaun rodnuahs shaundor dor
o-rka,orka,"rka,o",,akr-o,,orka rka akr-o o
wayman-vacha,"va,wayman,cha","vacha,wayman",,ahcav-namyaw,,ahcav-namyaw va vacha wayman cha
dd-doriz,"or,ddd,iz","dd,doriz",,zirod-dd,,doriz ddd dd or iz zirod-dd
queryt,"t,query",queryt,,tyreuq,,t tyreuq queryt query
joshua-verdehem,"verde,joshua,hem","joshua,verdehem",,mehedrev-auhsoj,,mehedrev-auhsoj hem verde joshua verdehem
vikki-formerly-sean,"vikki,formerly,sean","vikki,formerly,sean",,naes-ylremrof-ikkiv,,vikki formerly sean naes-ylremrof-ikkiv
daniel-w,danielw,"w,daniel",,w-leinad,,w w-leinad danielw daniel
kenny-evitt,"vitt,kenny,e","evitt,kenny",,ttive-ynnek,,kenny vitt evitt ttive-ynnek e
robin-davies,"davies,robin","davies,robin",,seivad-nibor,,seivad-nibor davies robin
mavamaarten,"maarten,mava",mavamaarten,,netraamavam,,mavamaarten maarten netraamavam mava
bracco23,bracco23,bracco23,"bracco,23",occarb,,bracco23 23 bracco occarb
hess,hess,hess,,sseh,,sseh hess
frootloops,"loops,froot",frootloops,,spooltoorf,,spooltoorf froot loops frootloops
dropzz,"drop,zz",dropzz,,zzpord,,dropzz drop zz zzpord
kaz-wolfe,"kaz,wolfe","kaz,wolfe",,eflow-zak,,kaz eflow-zak wolfe
user232075,"user,232075",user232075,"user,232075",resu,,232075 resu user232075 user
warren-bossow,"warren,boss,ow","warren,bossow",,wossob-nerraw,,warren ow bossow boss wossob-nerraw
r0x0t,r0x0t,r0x0t,,t0x0r,"ot,rox,roxot",ot rox roxot r0x0t t0x0r
parvesh-monu,"monu,parve,sh","monu,parvesh",,unom-hsevrap,,parve parvesh sh monu unom-hsevrap
desudesudesu,"su,de",desudesudesu,,usedusedused,,de su desudesudesu usedusedused
user674907,"user,674907",user674907,"user,674907",resu,,resu user user674907 674907
okaz,"ok,az",okaz,,zako,,ok az okaz zako
alain-odea,"a,ala,inode","odea,alain",,aedo-niala,,aedo-niala ala inode odea a alain
matthias-m,"matthias,m","matthias,m",,m-saihttam,,matthias m m-saihttam
cactus4,"cactus,4",cactus4,"cactus,4",sutcac,"cactusa,cactusr,cactus,a,r",cactusa 4 cactusr cactus4 sutcac cactus a r
rilke-petrosky,"petrosky,rilke","petrosky,rilke",,yksortep-eklir,,petrosky yksortep-eklir rilke
fcoder,fcoder,fcoder,,redocf,,redocf fcoder
collimarco,"marco,colli",collimarco,,ocramilloc,,marco colli collimarco ocramilloc
haunted,haunted,haunted,,detnuah,,haunted detnuah
newb-4-you-bb,"b4youbb,new","you,4,bb,newb",,bb-uoy-4-bwen,"newb-a-you-bb,bayou,new,you,br,bb,newb-r-you-bb",b4youbb 4 newb-a-you-bb bayou new bb-uoy-4-bwen you br bb newb-r-you-bb newb
flyerhawk,"flyer,hawk",flyerhawk,,kwahreylf,,kwahreylf flyer hawk flyerhawk
david-spector,"spector,david","spector,david",,rotceps-divad,,rotceps-divad spector david
519dsd,519dsd,519dsd,"dsd,519",dsd,,dsd 519 519dsd
hofd,"d,hof",hofd,,dfoh,,hofd hof dfoh d
codehive,"hive,code",codehive,,evihedoc,,code evihedoc hive codehive
alexander-fadeev,"ev,alexander,fade","fadeev,alexander",,veedaf-rednaxela,,veedaf-rednaxela alexander ev fade fadeev
dikzamen,"za,men,dik",dikzamen,,nemazkid,,dikzamen za nemazkid men dik
user703702,"user,703702",user703702,"user,703702",resu,,703702 resu user703702 user
mkdirbed,"bed,mkdir",mkdirbed,,debridkm,,mkdir mkdirbed bed debridkm
reda,"red,a",reda,,ader,,red ader a reda
ruscal,"cal,rus",ruscal,,lacsur,,ruscal cal lacsur rus
midhful,"ful,h,mid",midhful,,lufhdim,,ful midhful lufhdim mid h
ben-johnson,"johnson,ben","johnson,ben",,nosnhoj-neb,,nosnhoj-neb johnson ben
jose-martinez,"martinez,jose","martinez,jose",,zenitram-esoj,,martinez jose zenitram-esoj
jean-christophe-manciot,"jean,ciot,man,christophe","jean,manciot,christophe",,toicnam-ehpotsirhc-naej,,manciot toicnam-ehpotsirhc-naej man ciot jean christophe
cesar-devesa,"vesa,cesar,de","devesa,cesar",,aseved-rasec,,de vesa cesar aseved-rasec devesa
warok,"war,ok",warok,,koraw,,war  ok warok koraw
paddlesteamer,"steamer,paddle",paddlesteamer,,remaetselddap,,paddlesteamer paddle steamer remaetselddap
the-guest,"the,guest","the,guest",,tseug-eht,,the  tseug-eht guest
